id,behavior
578,MB_NORMAL
579,MB_NORMAL
580,MB_NORMAL
581,MB_NORMAL
582,MB_NORMAL
583,MB_NORMAL
584,MB_NORMAL
585,MB_NORMAL
586,MB_NORMAL
587,MB_NORMAL
588,MB_NORMAL
589,MB_NORMAL
590,MB_NORMAL
591,MB_NORMAL
592,MB_NORMAL
593,MB_NORMAL
594,MB_NORMAL
595,MB_NORMAL
596,MB_NORMAL
597,MB_NORMAL
598,MB_NORMAL
599,MB_NORMAL
600,MB_NORMAL
601,MB_NORMAL
602,MB_NORMAL
603,MB_NORMAL
604,MB_NORMAL
605,MB_NORMAL
606,MB_NORMAL
607,MB_NORMAL
608,MB_NORMAL
609,MB_NORMAL
610,MB_NORMAL
611,MB_NORMAL
612,MB_NORMAL
613,MB_NORMAL
614,MB_NORMAL
615,MB_NORMAL
616,MB_NORMAL
617,MB_NORMAL
618,MB_NORMAL
619,MB_NORMAL
620,MB_NORMAL
621,MB_NORMAL
622,MB_NORMAL
623,MB_NORMAL
624,MB_NORMAL
625,MB_NORMAL
626,MB_NORMAL
627,MB_NORMAL
628,MB_NORMAL
629,MB_NORMAL
630,MB_NORMAL
631,MB_NORMAL
632,MB_NORMAL
633,MB_NORMAL
634,MB_NORMAL
635,MB_NORMAL
636,MB_NORMAL
637,MB_NORMAL
638,MB_NORMAL
639,MB_NORMAL
640,MB_NORMAL
641,MB_NORMAL
642,MB_NORMAL
643,MB_NORMAL
644,MB_NORMAL
645,MB_NORMAL
646,MB_NORMAL
647,MB_NORMAL
648,MB_NORMAL
649,MB_NORMAL
650,MB_NORMAL
651,MB_NORMAL
652,MB_NORMAL
653,MB_NORMAL
654,MB_NORMAL
655,MB_NORMAL
656,MB_NORMAL
657,MB_NORMAL
658,MB_NORMAL
659,MB_NORMAL
660,MB_NORMAL
661,MB_NORMAL
662,MB_NORMAL
663,MB_NORMAL
664,MB_NORMAL
665,MB_NORMAL
666,MB_NORMAL
667,MB_NORMAL
668,MB_NORMAL
669,MB_NORMAL
670,MB_NORMAL
671,MB_NORMAL
672,MB_NORMAL
673,MB_NORMAL
674,MB_NORMAL
675,MB_NORMAL
676,MB_NORMAL
677,MB_NORMAL
678,MB_NORMAL
679,MB_NORMAL
680,MB_NORMAL
681,MB_NORMAL
682,MB_NORMAL
683,MB_NORMAL
684,MB_NORMAL
685,MB_NORMAL
686,MB_NORMAL
687,MB_NORMAL
688,MB_NORMAL
689,MB_NORMAL
690,MB_NORMAL
691,MB_NORMAL
692,MB_NORMAL
693,MB_NORMAL
694,MB_NORMAL
695,MB_NORMAL
696,MB_NORMAL
697,MB_NORMAL
698,MB_NORMAL
699,MB_NORMAL
700,MB_NORMAL
701,MB_NORMAL
702,MB_NORMAL
703,MB_NORMAL
704,MB_NORMAL
705,MB_NORMAL
706,MB_NORMAL
707,MB_NORMAL
708,MB_NORMAL
709,MB_NORMAL
710,MB_NORMAL
711,MB_NORMAL
712,MB_NORMAL
713,MB_NORMAL
714,MB_NORMAL
715,MB_NORMAL
716,MB_NORMAL
717,MB_NORMAL
718,MB_NORMAL
719,MB_NORMAL
720,MB_NORMAL
721,MB_NORMAL
722,MB_NORMAL
723,MB_NORMAL
724,MB_NORMAL
725,MB_NORMAL
726,MB_NORMAL
727,MB_NORMAL
728,MB_NORMAL
729,MB_NORMAL
730,MB_NORMAL
731,MB_NORMAL
732,MB_NORMAL
733,MB_NORMAL
734,MB_NORMAL
735,MB_NORMAL
736,MB_NORMAL
737,MB_NORMAL
738,MB_NORMAL
739,MB_NORMAL
740,MB_NORMAL
741,MB_NORMAL
742,MB_NORMAL
743,MB_NORMAL
744,MB_NORMAL
745,MB_NORMAL
746,MB_NORMAL
747,MB_NORMAL
748,MB_NORMAL
749,MB_NORMAL
750,MB_NORMAL
751,MB_NORMAL
752,MB_NORMAL
753,MB_NORMAL
754,MB_NORMAL
755,MB_NORMAL
756,MB_NORMAL
757,MB_NORMAL
758,MB_NORMAL
759,MB_NORMAL
760,MB_NORMAL
761,MB_NORMAL
762,MB_NORMAL
763,MB_NORMAL
764,MB_NORMAL
765,MB_NORMAL
766,MB_NORMAL
767,MB_NORMAL
768,MB_NORMAL
769,MB_NORMAL
770,MB_NORMAL
771,MB_NORMAL
772,MB_NORMAL
773,MB_NORMAL
774,MB_NORMAL
775,MB_NORMAL
776,MB_NORMAL
777,MB_NORMAL
778,MB_NORMAL
779,MB_NORMAL
780,MB_NORMAL
781,MB_NORMAL
782,MB_NORMAL
783,MB_NORMAL
784,MB_NORMAL
785,MB_NORMAL
786,MB_NORMAL
787,MB_NORMAL
788,MB_NORMAL
789,MB_NORMAL
790,MB_NORMAL
791,MB_NORMAL
792,MB_NORMAL
793,MB_NORMAL
794,MB_NORMAL
795,MB_NORMAL
796,MB_NORMAL
797,MB_NORMAL
798,MB_NORMAL
799,MB_NORMAL
